,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
38493,spotify:track:2b7FqlHc3JrzlYtGEkzq22,8,Juicy - 2007 Remaster,2007-03-05,63,True,0.873,0.816,9,-4.645,1,0.256,0.483,0.0,0.146,0.79,96.067,audio_features,2b7FqlHc3JrzlYtGEkzq22,https://api.spotify.com/v1/tracks/2b7FqlHc3JrzlYtGEkzq22,https://api.spotify.com/v1/audio-analysis/2b7FqlHc3JrzlYtGEkzq22,301467,4
38496,spotify:track:687YZan9Gol1UVvbpUSO6Y,11,I Wish,1976-09-28,65,False,0.821,0.721,10,-10.401,0,0.0515,0.0816,7.37e-06,0.0664,0.885,105.866,audio_features,687YZan9Gol1UVvbpUSO6Y,https://api.spotify.com/v1/tracks/687YZan9Gol1UVvbpUSO6Y,https://api.spotify.com/v1/audio-analysis/687YZan9Gol1UVvbpUSO6Y,252373,4
38498,spotify:track:7nYvUtkQMx1v80S2FH2s9J,13,Regulate,1994-06-07,74,True,0.845,0.51,11,-13.064,0,0.224,0.29,2.39e-06,0.114,0.74,95.265,audio_features,7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/tracks/7nYvUtkQMx1v80S2FH2s9J,https://api.spotify.com/v1/audio-analysis/7nYvUtkQMx1v80S2FH2s9J,248867,4
38504,spotify:track:5ISCPV5GnIYbtvVrPohEm6,6,Single Life,2002-06-18,44,False,0.755,0.761,7,-8.409,1,0.0598,0.108,0.000356,0.292,0.827,110.605,audio_features,5ISCPV5GnIYbtvVrPohEm6,https://api.spotify.com/v1/tracks/5ISCPV5GnIYbtvVrPohEm6,https://api.spotify.com/v1/audio-analysis/5ISCPV5GnIYbtvVrPohEm6,266693,4
38506,spotify:track:2STCPBRYYnsGlzmhNktVou,5,Candy Man,1983-01-01,48,False,0.873,0.426,3,-12.01,1,0.0445,0.032,0.517,0.0208,0.97,122.233,audio_features,2STCPBRYYnsGlzmhNktVou,https://api.spotify.com/v1/tracks/2STCPBRYYnsGlzmhNktVou,https://api.spotify.com/v1/audio-analysis/2STCPBRYYnsGlzmhNktVou,270067,4
38507,spotify:track:2pMAmZdHfQHyqJCXJbfhK3,6,Southernplayalisticadillacmuzik,1994-04-26,53,True,0.69,0.834,10,-5.8,0,0.225,0.0162,0.0,0.0559,0.58,172.392,audio_features,2pMAmZdHfQHyqJCXJbfhK3,https://api.spotify.com/v1/tracks/2pMAmZdHfQHyqJCXJbfhK3,https://api.spotify.com/v1/audio-analysis/2pMAmZdHfQHyqJCXJbfhK3,317507,4
38515,spotify:track:5B6Kjha6RRIMWGN7zGsAaT,7,So Hot You're Hurting My Feelings,2019-10-18,65,False,0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01e-05,0.121,0.847,111.975,audio_features,5B6Kjha6RRIMWGN7zGsAaT,https://api.spotify.com/v1/tracks/5B6Kjha6RRIMWGN7zGsAaT,https://api.spotify.com/v1/audio-analysis/5B6Kjha6RRIMWGN7zGsAaT,183861,4
38519,spotify:track:6bOkaEXc5CopinGazSLokx,5,WHAT'S GOOD,2019-05-17,67,True,0.458,0.909,1,-6.553,1,0.487,0.0567,4.26e-06,0.11,0.449,118.227,audio_features,6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/tracks/6bOkaEXc5CopinGazSLokx,https://api.spotify.com/v1/audio-analysis/6bOkaEXc5CopinGazSLokx,205627,4
38525,spotify:track:6p5oyiuAmfNdm526xamHxf,7,What a Pleasure,2011-03-08,57,False,0.523,0.938,2,-4.362,1,0.0652,0.000176,0.929,0.32,0.877,152.009,audio_features,6p5oyiuAmfNdm526xamHxf,https://api.spotify.com/v1/tracks/6p5oyiuAmfNdm526xamHxf,https://api.spotify.com/v1/audio-analysis/6p5oyiuAmfNdm526xamHxf,152685,4
38538,spotify:track:5RqR4ZCCKJDcBLIn4sih9l,12,Party Girl,2020-04-21,76,False,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,audio_features,5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/tracks/5RqR4ZCCKJDcBLIn4sih9l,https://api.spotify.com/v1/audio-analysis/5RqR4ZCCKJDcBLIn4sih9l,147800,4
38539,spotify:track:2JbO1rep5Um3RAKB8szQrR,6,Barking,2019-05-17,72,False,0.534,0.563,7,-7.845,0,0.312,0.181,0.0,0.0525,0.291,102.999,audio_features,2JbO1rep5Um3RAKB8szQrR,https://api.spotify.com/v1/tracks/2JbO1rep5Um3RAKB8szQrR,https://api.spotify.com/v1/audio-analysis/2JbO1rep5Um3RAKB8szQrR,204827,4
38540,spotify:track:5AujkwFB6bDb3WOleq6Lsj,5,Tuff,2019-04-07,68,True,0.939,0.229,5,-13.913,1,0.173,0.294,0.0,0.0639,0.546,99.946,audio_features,5AujkwFB6bDb3WOleq6Lsj,https://api.spotify.com/v1/tracks/5AujkwFB6bDb3WOleq6Lsj,https://api.spotify.com/v1/audio-analysis/5AujkwFB6bDb3WOleq6Lsj,124996,4
38541,spotify:track:1SZq12HEXiuzitAZqpvk31,5,Where's My Juul??,2019-12-17,65,True,0.7,0.788,2,-4.966,1,0.337,0.0174,6.2e-06,0.532,0.309,128.037,audio_features,1SZq12HEXiuzitAZqpvk31,https://api.spotify.com/v1/tracks/1SZq12HEXiuzitAZqpvk31,https://api.spotify.com/v1/audio-analysis/1SZq12HEXiuzitAZqpvk31,106528,4
38545,spotify:track:2twKCCzVkqTr7MKEbv3tcj,6,Still Softish,2020-03-20,72,True,0.925,0.222,11,-15.385,0,0.421,0.576,0.0,0.116,0.633,124.882,audio_features,2twKCCzVkqTr7MKEbv3tcj,https://api.spotify.com/v1/tracks/2twKCCzVkqTr7MKEbv3tcj,https://api.spotify.com/v1/audio-analysis/2twKCCzVkqTr7MKEbv3tcj,161935,4
38546,spotify:track:1oHtKjiGUmYDFGTlQVfsim,6,Need A Freak,2020-01-13,65,True,0.927,0.374,1,-12.053,1,0.522,0.0139,0.0,0.0644,0.738,129.947,audio_features,1oHtKjiGUmYDFGTlQVfsim,https://api.spotify.com/v1/tracks/1oHtKjiGUmYDFGTlQVfsim,https://api.spotify.com/v1/audio-analysis/1oHtKjiGUmYDFGTlQVfsim,149603,4
38551,spotify:track:6kx8Hf1Udk4V0Ivq6zpoyG,13,Crystal Dolphin,2017-12-06,74,False,0.567,0.687,1,-9.041,0,0.125,0.36,0.00293,0.474,0.396,128.201,audio_features,6kx8Hf1Udk4V0Ivq6zpoyG,https://api.spotify.com/v1/tracks/6kx8Hf1Udk4V0Ivq6zpoyG,https://api.spotify.com/v1/audio-analysis/6kx8Hf1Udk4V0Ivq6zpoyG,115518,4
38552,spotify:track:4bZoew5be5EGBw1W6OFVEa,7,She Belongs to the Streets (Toxic),2020-03-06,60,True,0.893,0.296,1,-15.774,1,0.907,0.00348,0.0,0.176,0.321,130.145,audio_features,4bZoew5be5EGBw1W6OFVEa,https://api.spotify.com/v1/tracks/4bZoew5be5EGBw1W6OFVEa,https://api.spotify.com/v1/audio-analysis/4bZoew5be5EGBw1W6OFVEa,147697,4
38556,spotify:track:21kOVEG3bDCVphKhXL8XmQ,13,Walk,2018-08-24,74,True,0.831,0.795,1,-6.186,1,0.264,0.221,0.0,0.291,0.744,160.063,audio_features,21kOVEG3bDCVphKhXL8XmQ,https://api.spotify.com/v1/tracks/21kOVEG3bDCVphKhXL8XmQ,https://api.spotify.com/v1/audio-analysis/21kOVEG3bDCVphKhXL8XmQ,96064,4
38557,spotify:track:7iZw6wgm7duXlA1uT5ACxF,5,WTF,2019-07-07,62,True,0.82,0.791,8,-5.736,1,0.324,0.372,6.22e-05,0.471,0.902,172.094,audio_features,7iZw6wgm7duXlA1uT5ACxF,https://api.spotify.com/v1/tracks/7iZw6wgm7duXlA1uT5ACxF,https://api.spotify.com/v1/audio-analysis/7iZw6wgm7duXlA1uT5ACxF,89293,4
38570,spotify:track:4dV3okcjbQwTcg4ObIGr4N,6,Bitchuary,2018-12-08,72,True,0.762,0.383,5,-10.098,0,0.202,0.349,0.0,0.127,0.44,92.947,audio_features,4dV3okcjbQwTcg4ObIGr4N,https://api.spotify.com/v1/tracks/4dV3okcjbQwTcg4ObIGr4N,https://api.spotify.com/v1/audio-analysis/4dV3okcjbQwTcg4ObIGr4N,134213,4
38571,spotify:track:16PmczUxlX7dpr6ror6pXd,6,Nike Ticks,2019-10-11,71,True,0.779,0.435,10,-12.745,0,0.542,0.334,0.000114,0.0924,0.525,188.223,audio_features,16PmczUxlX7dpr6ror6pXd,https://api.spotify.com/v1/tracks/16PmczUxlX7dpr6ror6pXd,https://api.spotify.com/v1/audio-analysis/16PmczUxlX7dpr6ror6pXd,102137,4
38574,spotify:track:5PJG9oWJf6oL8bVeUadimQ,5,Holy Moly (feat. NLE Choppa),2020-03-06,65,True,0.849,0.586,1,-8.178,0,0.476,0.121,0.0,0.394,0.535,123.939,audio_features,5PJG9oWJf6oL8bVeUadimQ,https://api.spotify.com/v1/tracks/5PJG9oWJf6oL8bVeUadimQ,https://api.spotify.com/v1/audio-analysis/5PJG9oWJf6oL8bVeUadimQ,117801,3
38595,spotify:track:5GvWrvLIqoHroq7YvO260M,5,I Keep Forgettin' (Every Time You're Near),1982-08-03,62,False,0.734,0.485,4,-13.865,0,0.0465,0.357,0.00019,0.0401,0.933,95.321,audio_features,5GvWrvLIqoHroq7YvO260M,https://api.spotify.com/v1/tracks/5GvWrvLIqoHroq7YvO260M,https://api.spotify.com/v1/audio-analysis/5GvWrvLIqoHroq7YvO260M,222280,4
38648,spotify:track:0Xek5rqai2jcOWCYWJfVCF,14,Enemies (feat. DaBaby),2019-09-06,83,True,0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,audio_features,0Xek5rqai2jcOWCYWJfVCF,https://api.spotify.com/v1/tracks/0Xek5rqai2jcOWCYWJfVCF,https://api.spotify.com/v1/audio-analysis/0Xek5rqai2jcOWCYWJfVCF,196760,4
38678,spotify:track:2QgNcjwEn0vGmTommfszQd,7,Lose It,2015-09-04,66,False,0.52,0.329,2,-9.337,0,0.0381,0.725,1.31e-05,0.333,0.171,87.857,audio_features,2QgNcjwEn0vGmTommfszQd,https://api.spotify.com/v1/tracks/2QgNcjwEn0vGmTommfszQd,https://api.spotify.com/v1/audio-analysis/2QgNcjwEn0vGmTommfszQd,229935,4
38707,spotify:track:0odIT9B9BvOCnXfS0e4lB5,15,Bette Davis Eyes,1981-01-01,72,False,0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.624,audio_features,0odIT9B9BvOCnXfS0e4lB5,https://api.spotify.com/v1/tracks/0odIT9B9BvOCnXfS0e4lB5,https://api.spotify.com/v1/audio-analysis/0odIT9B9BvOCnXfS0e4lB5,228000,4
38713,spotify:track:7tmtOEDxPN7CWaQWBsG1DY,7,Hold Back The River,2014-12-15,65,False,0.715,0.715,5,-7.364,1,0.0904,0.0526,0.0,0.0936,0.506,134.923,audio_features,7tmtOEDxPN7CWaQWBsG1DY,https://api.spotify.com/v1/tracks/7tmtOEDxPN7CWaQWBsG1DY,https://api.spotify.com/v1/audio-analysis/7tmtOEDxPN7CWaQWBsG1DY,238747,4
38723,spotify:track:4qluwGB0E43AJFDcuQwKKV,5,Si Me Dices Que Sí (feat. Camilo) - R3HAB Remix,2020-04-07,68,False,0.745,0.714,11,-6.143,1,0.119,0.0267,0.0,0.114,0.55,102.94,audio_features,4qluwGB0E43AJFDcuQwKKV,https://api.spotify.com/v1/tracks/4qluwGB0E43AJFDcuQwKKV,https://api.spotify.com/v1/audio-analysis/4qluwGB0E43AJFDcuQwKKV,186117,4
38731,spotify:track:4s45VgkknMFkdiGoUcjxQU,5,TBT,2020-02-20,83,False,0.794,0.855,2,-1.959,1,0.0466,0.0362,0.0,0.142,0.639,91.963,audio_features,4s45VgkknMFkdiGoUcjxQU,https://api.spotify.com/v1/tracks/4s45VgkknMFkdiGoUcjxQU,https://api.spotify.com/v1/audio-analysis/4s45VgkknMFkdiGoUcjxQU,239133,4
38738,spotify:track:6mAN61JH0dzyZpWslS11jy,13,Fantasias,2019-08-29,87,False,0.879,0.703,1,-4.219,1,0.0701,0.143,0.0,0.0569,0.788,94.004,audio_features,6mAN61JH0dzyZpWslS11jy,https://api.spotify.com/v1/tracks/6mAN61JH0dzyZpWslS11jy,https://api.spotify.com/v1/audio-analysis/6mAN61JH0dzyZpWslS11jy,199711,4
38744,spotify:track:59s0s39NFWScuHDbHytI14,13,Indeciso,2019-08-23,82,False,0.738,0.748,0,-4.902,1,0.0453,0.182,0.0,0.11,0.896,94.949,audio_features,59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/tracks/59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/audio-analysis/59s0s39NFWScuHDbHytI14,217253,4
38745,spotify:track:2w1rq80FIrbxeJy9WYURxw,9,Follow,2020-04-01,84,False,0.735,0.787,7,-4.375,0,0.16,0.667,6.15e-06,0.0721,0.455,168.997,audio_features,2w1rq80FIrbxeJy9WYURxw,https://api.spotify.com/v1/tracks/2w1rq80FIrbxeJy9WYURxw,https://api.spotify.com/v1/audio-analysis/2w1rq80FIrbxeJy9WYURxw,203093,4
38750,spotify:track:6Y4PDQv4XjYjHLeLmvyOt0,7,Si Te Vas,2019-09-26,84,False,0.73,0.644,0,-4.124,1,0.132,0.0933,4.56e-06,0.143,0.554,174.101,audio_features,6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/tracks/6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/audio-analysis/6Y4PDQv4XjYjHLeLmvyOt0,204907,4
38797,spotify:track:2Y1EBfErprYwOlgluV9neb,5,BORRAXXA,2020-02-14,76,False,0.845,0.624,8,-5.241,1,0.0737,0.0833,0.00394,0.0855,0.793,90.993,audio_features,2Y1EBfErprYwOlgluV9neb,https://api.spotify.com/v1/tracks/2Y1EBfErprYwOlgluV9neb,https://api.spotify.com/v1/audio-analysis/2Y1EBfErprYwOlgluV9neb,223867,4
38803,spotify:track:1vYh9x8UmFTLbXiizk9Qc5,5,I Believe,2019-06-07,73,False,0.749,0.774,9,-6.221,1,0.12,0.0857,1.14e-05,0.11,0.35,99.019,audio_features,1vYh9x8UmFTLbXiizk9Qc5,https://api.spotify.com/v1/tracks/1vYh9x8UmFTLbXiizk9Qc5,https://api.spotify.com/v1/audio-analysis/1vYh9x8UmFTLbXiizk9Qc5,217533,4
38837,spotify:track:1IDFcb3cjkj2dhv3UaxX9b,5,De Tranquilote,2019-06-28,71,False,0.682,0.669,2,-7.15,1,0.0951,0.105,0.0,0.071,0.889,79.929,audio_features,1IDFcb3cjkj2dhv3UaxX9b,https://api.spotify.com/v1/tracks/1IDFcb3cjkj2dhv3UaxX9b,https://api.spotify.com/v1/audio-analysis/1IDFcb3cjkj2dhv3UaxX9b,177208,4
38840,spotify:track:53QF56cjZA9RTuuMZDrSA6,6,I Won't Give Up,2012-04-13,73,False,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,audio_features,53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/tracks/53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/audio-analysis/53QF56cjZA9RTuuMZDrSA6,240166,3
38857,spotify:track:6DEaND0SHv3sC11xobZLiy,5,Take Your Time,2014-10-27,69,False,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,audio_features,6DEaND0SHv3sC11xobZLiy,https://api.spotify.com/v1/tracks/6DEaND0SHv3sC11xobZLiy,https://api.spotify.com/v1/audio-analysis/6DEaND0SHv3sC11xobZLiy,243707,4
38867,spotify:track:1ndyl3wJCFs872XZ3ztPk6,7,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",2019-09-06,83,False,0.743,0.709,3,-3.922,0,0.0879,0.0451,5.18e-06,0.0809,0.831,170.001,audio_features,1ndyl3wJCFs872XZ3ztPk6,https://api.spotify.com/v1/tracks/1ndyl3wJCFs872XZ3ztPk6,https://api.spotify.com/v1/audio-analysis/1ndyl3wJCFs872XZ3ztPk6,258600,4
38870,spotify:track:7sQKy5vlPQllr0k9IjYJv3,9,Sigues Con El,2019-12-13,90,False,0.883,0.668,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.676,87.972,audio_features,7sQKy5vlPQllr0k9IjYJv3,https://api.spotify.com/v1/tracks/7sQKy5vlPQllr0k9IjYJv3,https://api.spotify.com/v1/audio-analysis/7sQKy5vlPQllr0k9IjYJv3,226533,4
38872,spotify:track:5NJSLryp5WviTmppF33Peg,5,No Encuentro Palabras,2020-01-31,76,False,0.742,0.694,2,-6.178,1,0.0658,0.152,0.0,0.0979,0.63,93.044,audio_features,5NJSLryp5WviTmppF33Peg,https://api.spotify.com/v1/tracks/5NJSLryp5WviTmppF33Peg,https://api.spotify.com/v1/audio-analysis/5NJSLryp5WviTmppF33Peg,193440,4
38878,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,9,Always Remember Us This Way,2018-10-05,80,False,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,audio_features,2rbDhOo9Fh61Bbu23T2qCk,https://api.spotify.com/v1/tracks/2rbDhOo9Fh61Bbu23T2qCk,https://api.spotify.com/v1/audio-analysis/2rbDhOo9Fh61Bbu23T2qCk,210200,4
38992,spotify:track:203uubEQA07to1kbro35qQ,5,Despacio,2020-02-17,78,False,0.782,0.644,10,-3.929,1,0.0809,0.585,0.0,0.108,0.695,93.013,audio_features,203uubEQA07to1kbro35qQ,https://api.spotify.com/v1/tracks/203uubEQA07to1kbro35qQ,https://api.spotify.com/v1/audio-analysis/203uubEQA07to1kbro35qQ,281658,4
39004,spotify:track:3zkWCteF82vJwv0hRLba76,10,Stitches,2015-04-14,77,False,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,audio_features,3zkWCteF82vJwv0hRLba76,https://api.spotify.com/v1/tracks/3zkWCteF82vJwv0hRLba76,https://api.spotify.com/v1/audio-analysis/3zkWCteF82vJwv0hRLba76,206880,4
39009,spotify:track:4VuS959DSpr82t3qBqCrWG,10,Supermarket Flowers,2017-03-03,79,False,0.589,0.242,6,-10.517,1,0.0442,0.914,0.0,0.0887,0.257,89.749,audio_features,4VuS959DSpr82t3qBqCrWG,https://api.spotify.com/v1/tracks/4VuS959DSpr82t3qBqCrWG,https://api.spotify.com/v1/audio-analysis/4VuS959DSpr82t3qBqCrWG,221107,4
39026,spotify:track:43NI5sAcvDLG7QQAmUc7UU,8,Friends,2015-02-07,54,False,0.639,0.509,2,-10.354,1,0.0288,0.002,0.000485,0.0834,0.739,100.157,audio_features,43NI5sAcvDLG7QQAmUc7UU,https://api.spotify.com/v1/tracks/43NI5sAcvDLG7QQAmUc7UU,https://api.spotify.com/v1/audio-analysis/43NI5sAcvDLG7QQAmUc7UU,217667,4
39027,spotify:track:0HUTL8i4y4MiGCPId7M7wb,9,Freaks,2015-05-10,65,False,0.346,0.944,9,-9.874,1,0.0485,4.16e-05,0.565,0.0546,0.403,179.63,audio_features,0HUTL8i4y4MiGCPId7M7wb,https://api.spotify.com/v1/tracks/0HUTL8i4y4MiGCPId7M7wb,https://api.spotify.com/v1/audio-analysis/0HUTL8i4y4MiGCPId7M7wb,147036,4
39065,spotify:track:11zf7m4vw9Ze7cer9Nyhk1,8,Pleaser,2017-04-12,70,False,0.497,0.914,9,-4.308,1,0.0455,0.126,1.98e-05,0.274,0.385,148.893,audio_features,11zf7m4vw9Ze7cer9Nyhk1,https://api.spotify.com/v1/tracks/11zf7m4vw9Ze7cer9Nyhk1,https://api.spotify.com/v1/audio-analysis/11zf7m4vw9Ze7cer9Nyhk1,187896,4
39105,spotify:track:0PEXp5yk0sx9dJ8JzwvjJb,6,Multi-Love,2015-05-26,65,False,0.784,0.506,3,-5.243,0,0.0403,0.571,0.0,0.139,0.545,120.141,audio_features,0PEXp5yk0sx9dJ8JzwvjJb,https://api.spotify.com/v1/tracks/0PEXp5yk0sx9dJ8JzwvjJb,https://api.spotify.com/v1/audio-analysis/0PEXp5yk0sx9dJ8JzwvjJb,250800,4
39168,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,7,Cupid's Chokehold / Breakfast in America,2005-02-22,65,False,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,audio_features,2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/tracks/2Lhdl74nwwVGOE2Gv35QuK,https://api.spotify.com/v1/audio-analysis/2Lhdl74nwwVGOE2Gv35QuK,243773,4
39180,spotify:track:2O99aywAVBhaPrsiJ6zbSS,5,'Cause I'm A Man,2015-07-17,66,True,0.547,0.695,9,-4.969,1,0.0337,0.108,0.00301,0.14,0.641,144.684,audio_features,2O99aywAVBhaPrsiJ6zbSS,https://api.spotify.com/v1/tracks/2O99aywAVBhaPrsiJ6zbSS,https://api.spotify.com/v1/audio-analysis/2O99aywAVBhaPrsiJ6zbSS,241987,4
39203,spotify:track:474uVhyGgK5MtY9gMcDgGl,7,It's Called: Freefall,2018-04-06,66,True,0.744,0.516,2,-6.365,1,0.0513,0.632,0.0,0.605,0.281,97.944,audio_features,474uVhyGgK5MtY9gMcDgGl,https://api.spotify.com/v1/tracks/474uVhyGgK5MtY9gMcDgGl,https://api.spotify.com/v1/audio-analysis/474uVhyGgK5MtY9gMcDgGl,152293,4
39222,spotify:track:6axvnGwB3rtoriGI1lPhTz,8,Chinese New Year,2014-09-22,73,False,0.744,0.845,4,-7.422,0,0.253,0.759,0.232,0.1,0.749,75.221,audio_features,6axvnGwB3rtoriGI1lPhTz,https://api.spotify.com/v1/tracks/6axvnGwB3rtoriGI1lPhTz,https://api.spotify.com/v1/audio-analysis/6axvnGwB3rtoriGI1lPhTz,160000,4
39226,spotify:track:0xtIp0lgccN85GfGOekS5L,11,Yes I'm Changing,2015-07-17,69,True,0.373,0.609,0,-7.0,1,0.0316,0.108,0.000427,0.0755,0.354,179.955,audio_features,0xtIp0lgccN85GfGOekS5L,https://api.spotify.com/v1/tracks/0xtIp0lgccN85GfGOekS5L,https://api.spotify.com/v1/audio-analysis/0xtIp0lgccN85GfGOekS5L,270680,4
39230,spotify:track:67kXYrMTQbS7MVbXyGyxHm,9,Angels,2017-04-27,67,False,0.472,0.265,6,-10.059,0,0.0356,0.959,0.000499,0.1,0.204,111.558,audio_features,67kXYrMTQbS7MVbXyGyxHm,https://api.spotify.com/v1/tracks/67kXYrMTQbS7MVbXyGyxHm,https://api.spotify.com/v1/audio-analysis/67kXYrMTQbS7MVbXyGyxHm,170680,4
39251,spotify:track:18wCJcoFmXZ0jfrFhF6cYS,7,Mount Everest,2019-06-21,71,True,0.46,0.426,0,-7.286,0,0.218,0.232,0.0754,0.0847,0.432,88.802,audio_features,18wCJcoFmXZ0jfrFhF6cYS,https://api.spotify.com/v1/tracks/18wCJcoFmXZ0jfrFhF6cYS,https://api.spotify.com/v1/audio-analysis/18wCJcoFmXZ0jfrFhF6cYS,157477,4
39263,spotify:track:0I1eFRytp4XRhLCjT6tZm7,6,I Can't Handle Change,2010-03-14,69,True,0.247,0.438,5,-8.479,1,0.0358,0.0455,0.000871,0.111,0.39,185.716,audio_features,0I1eFRytp4XRhLCjT6tZm7,https://api.spotify.com/v1/tracks/0I1eFRytp4XRhLCjT6tZm7,https://api.spotify.com/v1/audio-analysis/0I1eFRytp4XRhLCjT6tZm7,198213,3
39292,spotify:track:2TY2GcWmTmcE6L40jYC9Xv,8,I Dreamt We Spoke Again (Louis The Child Remix),2019-05-22,57,False,0.653,0.496,0,-7.746,1,0.323,0.0825,0.0041,0.0725,0.11,118.796,audio_features,2TY2GcWmTmcE6L40jYC9Xv,https://api.spotify.com/v1/tracks/2TY2GcWmTmcE6L40jYC9Xv,https://api.spotify.com/v1/audio-analysis/2TY2GcWmTmcE6L40jYC9Xv,190399,4
39370,spotify:track:1qpAcaWiyoR9Dy0u5s8tgR,5,Om,2016-02-05,51,False,0.498,0.348,6,-12.271,1,0.0663,0.906,0.743,0.115,0.233,152.079,audio_features,1qpAcaWiyoR9Dy0u5s8tgR,https://api.spotify.com/v1/tracks/1qpAcaWiyoR9Dy0u5s8tgR,https://api.spotify.com/v1/audio-analysis/1qpAcaWiyoR9Dy0u5s8tgR,315814,4
39374,spotify:track:2hSwwIRD8sahfwQGjFdixz,5,ARE YOU OK?,2019-06-28,62,True,0.391,0.415,0,-11.665,1,0.0398,0.573,0.00188,0.242,0.0789,99.035,audio_features,2hSwwIRD8sahfwQGjFdixz,https://api.spotify.com/v1/tracks/2hSwwIRD8sahfwQGjFdixz,https://api.spotify.com/v1/audio-analysis/2hSwwIRD8sahfwQGjFdixz,392696,4
39438,spotify:track:5fLfzMQ6T583mnUke8622M,6,You Are the Right One,2015-07-24,59,False,0.66,0.591,4,-8.497,0,0.026,0.16,0.848,0.632,0.849,100.034,audio_features,5fLfzMQ6T583mnUke8622M,https://api.spotify.com/v1/tracks/5fLfzMQ6T583mnUke8622M,https://api.spotify.com/v1/audio-analysis/5fLfzMQ6T583mnUke8622M,172507,4
39477,spotify:track:6DONTnamNDOJdO6DzCu71p,5,Судно (Борис Рижий),2018-09-07,65,False,0.484,0.749,1,-4.176,1,0.0687,0.699,0.861,0.105,0.468,160.006,audio_features,6DONTnamNDOJdO6DzCu71p,https://api.spotify.com/v1/tracks/6DONTnamNDOJdO6DzCu71p,https://api.spotify.com/v1/audio-analysis/6DONTnamNDOJdO6DzCu71p,141395,4
39513,spotify:track:1KPDAA9zyJXcEDvFW5inYi,12,Down the Line,2017-06-02,64,False,0.603,0.743,7,-6.569,1,0.0395,0.24,0.00392,0.147,0.533,162.265,audio_features,1KPDAA9zyJXcEDvFW5inYi,https://api.spotify.com/v1/tracks/1KPDAA9zyJXcEDvFW5inYi,https://api.spotify.com/v1/audio-analysis/1KPDAA9zyJXcEDvFW5inYi,158474,4
39536,spotify:track:3Am0IbOxmvlSXro7N5iSfZ,10,Strawberry Fields Forever - Remastered 2009,1967-11-27,72,False,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,audio_features,3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/tracks/3Am0IbOxmvlSXro7N5iSfZ,https://api.spotify.com/v1/audio-analysis/3Am0IbOxmvlSXro7N5iSfZ,247320,4
39540,spotify:track:7to68V64Cu6zk0UDo5tyw3,6,Confidence,2018-03-09,68,False,0.59,0.562,11,-9.607,0,0.0505,0.0637,0.0,0.105,0.561,140.835,audio_features,7to68V64Cu6zk0UDo5tyw3,https://api.spotify.com/v1/tracks/7to68V64Cu6zk0UDo5tyw3,https://api.spotify.com/v1/audio-analysis/7to68V64Cu6zk0UDo5tyw3,253077,4
39546,spotify:track:2INUkDPCO1eQlOFmIN5VAC,5,Shampoo Bottles,2020-04-03,60,True,0.648,0.436,8,-9.578,1,0.0275,0.0232,0.0,0.0944,0.333,107.019,audio_features,2INUkDPCO1eQlOFmIN5VAC,https://api.spotify.com/v1/tracks/2INUkDPCO1eQlOFmIN5VAC,https://api.spotify.com/v1/audio-analysis/2INUkDPCO1eQlOFmIN5VAC,224267,4
39553,spotify:track:3NRql0A1Ef4RCvT473iqgD,11,Hell N Back,2019-08-15,68,True,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,audio_features,3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/tracks/3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/audio-analysis/3NRql0A1Ef4RCvT473iqgD,213573,4
