,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
17738,spotify:track:7uBaKZZVK0OZ6cqFGpGRXI,6,Don’t Need Love (with GRACEY),2019-12-13,74,False,0.702,0.716,7,-5.378,0,0.0867,0.407,0.0,0.0749,0.607,123.893,audio_features,7uBaKZZVK0OZ6cqFGpGRXI,https://api.spotify.com/v1/tracks/7uBaKZZVK0OZ6cqFGpGRXI,https://api.spotify.com/v1/audio-analysis/7uBaKZZVK0OZ6cqFGpGRXI,195480,4
17739,spotify:track:1T4U8Q2DRfs6OUg8DEsRZf,9,Bad,2020-03-20,73,True,0.791,0.738,0,-5.197,1,0.0732,0.406,0.00826,0.159,0.666,123.927,audio_features,1T4U8Q2DRfs6OUg8DEsRZf,https://api.spotify.com/v1/tracks/1T4U8Q2DRfs6OUg8DEsRZf,https://api.spotify.com/v1/audio-analysis/1T4U8Q2DRfs6OUg8DEsRZf,169911,4
17740,spotify:track:7rBpjxstrSsuOLqnuOC028,8,Numb,2020-03-06,70,False,0.77,0.482,0,-9.796,0,0.0903,0.308,0.0802,0.0927,0.189,120.006,audio_features,7rBpjxstrSsuOLqnuOC028,https://api.spotify.com/v1/tracks/7rBpjxstrSsuOLqnuOC028,https://api.spotify.com/v1/audio-analysis/7rBpjxstrSsuOLqnuOC028,230040,4
17743,spotify:track:1JP3iGUerYKKYQwXGQGYks,6,áudio de desculpas,2019-09-13,68,False,0.81,0.66,10,-8.398,1,0.344,0.447,0.0,0.105,0.556,135.034,audio_features,1JP3iGUerYKKYQwXGQGYks,https://api.spotify.com/v1/tracks/1JP3iGUerYKKYQwXGQGYks,https://api.spotify.com/v1/audio-analysis/1JP3iGUerYKKYQwXGQGYks,176454,4
17913,spotify:track:3B1cnD5CuR6WSN71V7Rlco,7,Down with Disease,1994-03-08,44,False,0.636,0.796,2,-7.628,1,0.0668,0.0293,0.000168,0.33,0.577,122.725,audio_features,3B1cnD5CuR6WSN71V7Rlco,https://api.spotify.com/v1/tracks/3B1cnD5CuR6WSN71V7Rlco,https://api.spotify.com/v1/audio-analysis/3B1cnD5CuR6WSN71V7Rlco,247733,4
17914,spotify:track:5qyq1H5OPMlfuvZQ1wQNo7,9,(Your Love Keeps Lifting Me) Higher & Higher,1967,68,False,0.634,0.677,2,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792,audio_features,5qyq1H5OPMlfuvZQ1wQNo7,https://api.spotify.com/v1/tracks/5qyq1H5OPMlfuvZQ1wQNo7,https://api.spotify.com/v1/audio-analysis/5qyq1H5OPMlfuvZQ1wQNo7,179120,4
17917,spotify:track:4CcSw8wQAHYf4XNckayPoc,11,Walking on Broken Glass,1992-04-02,71,False,0.75,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,audio_features,4CcSw8wQAHYf4XNckayPoc,https://api.spotify.com/v1/tracks/4CcSw8wQAHYf4XNckayPoc,https://api.spotify.com/v1/audio-analysis/4CcSw8wQAHYf4XNckayPoc,253296,4
17988,spotify:track:4XDlW5QgLKZupaJ5VvacsP,5,Afloat,2019-02-25,62,False,0.374,0.237,6,-10.796,1,0.163,0.957,0.822,0.088,0.417,83.271,audio_features,4XDlW5QgLKZupaJ5VvacsP,https://api.spotify.com/v1/tracks/4XDlW5QgLKZupaJ5VvacsP,https://api.spotify.com/v1/audio-analysis/4XDlW5QgLKZupaJ5VvacsP,148605,4
18016,spotify:track:00iwQgjIgoGO94BRBDyClo,5,The Girl I Haven't Met,2017-12-20,65,False,0.785,0.222,8,-21.624,1,0.0418,0.86,0.84,0.106,0.327,139.885,audio_features,00iwQgjIgoGO94BRBDyClo,https://api.spotify.com/v1/tracks/00iwQgjIgoGO94BRBDyClo,https://api.spotify.com/v1/audio-analysis/00iwQgjIgoGO94BRBDyClo,195000,4
18102,spotify:track:1yrZp8B0mLT18RuZccaDBJ,6,Perspective,2018-08-08,64,False,0.476,0.135,10,-20.104,1,0.0962,0.906,0.67,0.121,0.157,114.822,audio_features,1yrZp8B0mLT18RuZccaDBJ,https://api.spotify.com/v1/tracks/1yrZp8B0mLT18RuZccaDBJ,https://api.spotify.com/v1/audio-analysis/1yrZp8B0mLT18RuZccaDBJ,100250,4
18222,spotify:track:6E44XejBm1JxzOSj1Sfdbl,5,Roots,2020-02-29,67,False,0.812,0.403,9,-8.448,0,0.232,0.35,0.447,0.106,0.382,75.89,audio_features,6E44XejBm1JxzOSj1Sfdbl,https://api.spotify.com/v1/tracks/6E44XejBm1JxzOSj1Sfdbl,https://api.spotify.com/v1/audio-analysis/6E44XejBm1JxzOSj1Sfdbl,138947,4
18242,spotify:track:518qBWnxXBWHe7oYoVR6RA,6,First Snow,2020-02-19,67,False,0.613,0.1,2,-23.194,1,0.0451,0.945,0.933,0.0784,0.197,103.89,audio_features,518qBWnxXBWHe7oYoVR6RA,https://api.spotify.com/v1/tracks/518qBWnxXBWHe7oYoVR6RA,https://api.spotify.com/v1/audio-analysis/518qBWnxXBWHe7oYoVR6RA,175385,4
18245,spotify:track:2a0p38whtDxghO4i2wV5H0,5,Winter's Kiss,2020-02-19,66,False,0.432,0.274,1,-15.158,1,0.0728,0.55,0.812,0.116,0.347,157.932,audio_features,2a0p38whtDxghO4i2wV5H0,https://api.spotify.com/v1/tracks/2a0p38whtDxghO4i2wV5H0,https://api.spotify.com/v1/audio-analysis/2a0p38whtDxghO4i2wV5H0,109367,4
18292,spotify:track:0OgGn1ofaj55l2PcihQQGV,9,Drew Barrymore,2017-12-01,72,True,0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,audio_features,0OgGn1ofaj55l2PcihQQGV,https://api.spotify.com/v1/tracks/0OgGn1ofaj55l2PcihQQGV,https://api.spotify.com/v1/audio-analysis/0OgGn1ofaj55l2PcihQQGV,191147,4
18293,spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,16,Wake Up in the Sky,2018-12-07,72,True,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,0.367,143.01,audio_features,2G1tXoGBaEMJ7FKGnkf6ud,https://api.spotify.com/v1/tracks/2G1tXoGBaEMJ7FKGnkf6ud,https://api.spotify.com/v1/audio-analysis/2G1tXoGBaEMJ7FKGnkf6ud,203161,4
18296,spotify:track:3RFT4wk8sMnr5XhkxYJrW2,6,Yessirr,2019-11-15,64,True,0.416,0.571,5,-7.905,1,0.141,0.113,0.0,0.171,0.117,89.978,audio_features,3RFT4wk8sMnr5XhkxYJrW2,https://api.spotify.com/v1/tracks/3RFT4wk8sMnr5XhkxYJrW2,https://api.spotify.com/v1/audio-analysis/3RFT4wk8sMnr5XhkxYJrW2,223602,4
18298,spotify:track:6WAxKNbZoGNzQTIvdMqkFs,5,Sex With Me,2016-01-28,6,True,0.58,0.532,1,-5.668,0,0.0424,0.294,0.0,0.0948,0.39,112.049,audio_features,6WAxKNbZoGNzQTIvdMqkFs,https://api.spotify.com/v1/tracks/6WAxKNbZoGNzQTIvdMqkFs,https://api.spotify.com/v1/audio-analysis/6WAxKNbZoGNzQTIvdMqkFs,206400,4
18301,spotify:track:13JyykwyYQ3T5QxxL34ukQ,10,chateau,2017-04-21,70,True,0.667,0.635,11,-5.761,0,0.0518,0.0503,0.0,0.367,0.478,98.011,audio_features,13JyykwyYQ3T5QxxL34ukQ,https://api.spotify.com/v1/tracks/13JyykwyYQ3T5QxxL34ukQ,https://api.spotify.com/v1/audio-analysis/13JyykwyYQ3T5QxxL34ukQ,212927,4
18302,spotify:track:2dKtWPLZvbCzwLRliNn8UI,8,Can't Love,2018-11-09,66,True,0.842,0.567,4,-6.504,0,0.0525,0.00244,1.89e-05,0.168,0.256,135.991,audio_features,2dKtWPLZvbCzwLRliNn8UI,https://api.spotify.com/v1/tracks/2dKtWPLZvbCzwLRliNn8UI,https://api.spotify.com/v1/audio-analysis/2dKtWPLZvbCzwLRliNn8UI,169412,4
18306,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,29,Formation,2016-04-23,77,True,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,audio_features,6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/tracks/6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/audio-analysis/6g0Orsxv6glTJCt4cHsRsQ,206080,4
18307,spotify:track:1UZ25gykR30Oewh3dBRtVZ,6,Only,2014-12-15,65,True,0.573,0.495,8,-7.245,0,0.592,0.405,0.0,0.0969,0.255,179.196,audio_features,1UZ25gykR30Oewh3dBRtVZ,https://api.spotify.com/v1/tracks/1UZ25gykR30Oewh3dBRtVZ,https://api.spotify.com/v1/audio-analysis/1UZ25gykR30Oewh3dBRtVZ,312027,3
18308,spotify:track:5GFDrUTLGJix84sNhjCG0g,8,Caroline,2016-08-26,4,True,0.945,0.394,10,-8.571,1,0.492,0.303,0.0,0.131,0.743,120.058,audio_features,5GFDrUTLGJix84sNhjCG0g,https://api.spotify.com/v1/tracks/5GFDrUTLGJix84sNhjCG0g,https://api.spotify.com/v1/audio-analysis/5GFDrUTLGJix84sNhjCG0g,209747,4
18309,spotify:track:2eMwDehkIC1j68U6FA3Eiq,9,XO TOUR Llif3,2017-03-24,10,True,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,audio_features,2eMwDehkIC1j68U6FA3Eiq,https://api.spotify.com/v1/tracks/2eMwDehkIC1j68U6FA3Eiq,https://api.spotify.com/v1/audio-analysis/2eMwDehkIC1j68U6FA3Eiq,182707,4
18311,spotify:track:4wFjTWCunQFKtukqrNijEt,12,MotorSport,2018-01-26,75,True,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,audio_features,4wFjTWCunQFKtukqrNijEt,https://api.spotify.com/v1/tracks/4wFjTWCunQFKtukqrNijEt,https://api.spotify.com/v1/audio-analysis/4wFjTWCunQFKtukqrNijEt,303077,4
18313,spotify:track:0fWBFDRTIuk8ZgNdZqhCer,8,So Good (& Metro Boomin),2017-12-08,67,True,0.619,0.404,8,-8.333,0,0.441,0.0144,0.0,0.115,0.566,90.008,audio_features,0fWBFDRTIuk8ZgNdZqhCer,https://api.spotify.com/v1/tracks/0fWBFDRTIuk8ZgNdZqhCer,https://api.spotify.com/v1/audio-analysis/0fWBFDRTIuk8ZgNdZqhCer,268720,4
18314,spotify:track:5HQVUIKwCEXpe7JIHyY734,29,"Young, Wild & Free (feat. Bruno Mars)",2011-10-11,78,True,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,audio_features,5HQVUIKwCEXpe7JIHyY734,https://api.spotify.com/v1/tracks/5HQVUIKwCEXpe7JIHyY734,https://api.spotify.com/v1/audio-analysis/5HQVUIKwCEXpe7JIHyY734,207333,4
18316,spotify:track:6iW38RGqdDGOofmz2HeXLW,12,Piece Of Your Heart - Alok Remix,2019-06-07,78,False,0.797,0.86,10,-4.38,0,0.0413,0.0312,0.0137,0.334,0.192,124.033,audio_features,6iW38RGqdDGOofmz2HeXLW,https://api.spotify.com/v1/tracks/6iW38RGqdDGOofmz2HeXLW,https://api.spotify.com/v1/audio-analysis/6iW38RGqdDGOofmz2HeXLW,166452,4
18319,spotify:track:2tftivjRsvKs0jFH9h3Ti8,7,Hangover,2011-01-01,10,True,0.599,0.885,3,-3.232,1,0.0463,0.00892,0.0,0.0699,0.576,128.048,audio_features,2tftivjRsvKs0jFH9h3Ti8,https://api.spotify.com/v1/tracks/2tftivjRsvKs0jFH9h3Ti8,https://api.spotify.com/v1/audio-analysis/2tftivjRsvKs0jFH9h3Ti8,244907,4
18323,spotify:track:3mruwwpKfG5NYmnEr6O5Dw,5,Post Malone (feat. RANI) - VIZE Remix,2019-09-12,74,False,0.687,0.887,7,-4.97,1,0.0564,0.00438,0.00629,0.172,0.345,124.017,audio_features,3mruwwpKfG5NYmnEr6O5Dw,https://api.spotify.com/v1/tracks/3mruwwpKfG5NYmnEr6O5Dw,https://api.spotify.com/v1/audio-analysis/3mruwwpKfG5NYmnEr6O5Dw,154839,4
18327,spotify:track:6LXRvh3S8TB5P1PKy4lY1S,6,Alors On Danse - Radio Edit,2010-01-01,14,False,0.79,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.714,119.951,audio_features,6LXRvh3S8TB5P1PKy4lY1S,https://api.spotify.com/v1/tracks/6LXRvh3S8TB5P1PKy4lY1S,https://api.spotify.com/v1/audio-analysis/6LXRvh3S8TB5P1PKy4lY1S,206067,4
18329,spotify:track:2ONRkpOJ6X91GMXMthtT0M,5,Ride It - Jonas Blue Remix,2019-11-01,71,False,0.689,0.946,7,-3.814,0,0.0397,0.00658,0.00189,0.262,0.392,125.037,audio_features,2ONRkpOJ6X91GMXMthtT0M,https://api.spotify.com/v1/tracks/2ONRkpOJ6X91GMXMthtT0M,https://api.spotify.com/v1/audio-analysis/2ONRkpOJ6X91GMXMthtT0M,182400,4
18333,spotify:track:6WK7h2WfMmnX7zOZnfzoYo,8,I Like It - Dillon Francis Remix,2018-06-22,59,True,0.731,0.854,5,-4.635,0,0.149,0.00256,1.49e-05,0.386,0.651,150.163,audio_features,6WK7h2WfMmnX7zOZnfzoYo,https://api.spotify.com/v1/tracks/6WK7h2WfMmnX7zOZnfzoYo,https://api.spotify.com/v1/audio-analysis/6WK7h2WfMmnX7zOZnfzoYo,219200,4
18340,spotify:track:483XiZ5o13Cc1zoWV7jGml,11,Gecko (Overdrive) - Radio Edit,2014-06-03,69,False,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,audio_features,483XiZ5o13Cc1zoWV7jGml,https://api.spotify.com/v1/tracks/483XiZ5o13Cc1zoWV7jGml,https://api.spotify.com/v1/audio-analysis/483XiZ5o13Cc1zoWV7jGml,165441,4
18342,spotify:track:5RzFJd6W40SDTyZkX6xx45,7,I Know You Want Me (Calle Ocho),2009-08-31,69,False,0.82,0.731,9,-6.02,1,0.159,0.0133,1.94e-05,0.131,0.793,127.076,audio_features,5RzFJd6W40SDTyZkX6xx45,https://api.spotify.com/v1/tracks/5RzFJd6W40SDTyZkX6xx45,https://api.spotify.com/v1/audio-analysis/5RzFJd6W40SDTyZkX6xx45,237120,4
18348,spotify:track:2gOlrge3YTmYPwsCGgU62K,10,Every time we touch,2006,15,False,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,audio_features,2gOlrge3YTmYPwsCGgU62K,https://api.spotify.com/v1/tracks/2gOlrge3YTmYPwsCGgU62K,https://api.spotify.com/v1/audio-analysis/2gOlrge3YTmYPwsCGgU62K,197124,4
18361,spotify:track:5xYC48nOppVemY6U5GRGTb,9,Memories (feat. Kid Cudi),2010-11-22,69,False,0.546,0.916,8,-3.931,1,0.255,0.00147,4e-06,0.251,0.38,129.986,audio_features,5xYC48nOppVemY6U5GRGTb,https://api.spotify.com/v1/tracks/5xYC48nOppVemY6U5GRGTb,https://api.spotify.com/v1/audio-analysis/5xYC48nOppVemY6U5GRGTb,210853,4
18362,spotify:track:70Vdd1gx5tn84jkAU31ASv,7,Sexy And I Know It,2011-01-01,67,False,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,audio_features,70Vdd1gx5tn84jkAU31ASv,https://api.spotify.com/v1/tracks/70Vdd1gx5tn84jkAU31ASv,https://api.spotify.com/v1/audio-analysis/70Vdd1gx5tn84jkAU31ASv,199480,4
18366,spotify:track:2iJuuzV8P9Yz0VSurttIV5,13,Scream & Shout,2013-01-01,75,True,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,audio_features,2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400,4
18372,spotify:track:0ADG9OgdVTL7fgREP75BrZ,5,Ain't My Fault,2017-03-17,71,False,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,audio_features,0ADG9OgdVTL7fgREP75BrZ,https://api.spotify.com/v1/tracks/0ADG9OgdVTL7fgREP75BrZ,https://api.spotify.com/v1/audio-analysis/0ADG9OgdVTL7fgREP75BrZ,224031,4
18373,spotify:track:5xTtaWoae3wi06K5WfVUUH,11,Shake It Off,2014-10-27,68,False,0.648,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.02,audio_features,5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,219200,4
18374,spotify:track:45sGyAtAxD6efaN0bJAFgh,5,Bailar (feat. Elvis Crespo) - Radio Edit,2016-04-22,64,False,0.799,0.738,9,-9.043,1,0.118,0.0485,0.34,0.0603,0.397,128.051,audio_features,45sGyAtAxD6efaN0bJAFgh,https://api.spotify.com/v1/tracks/45sGyAtAxD6efaN0bJAFgh,https://api.spotify.com/v1/audio-analysis/45sGyAtAxD6efaN0bJAFgh,137661,4
18375,spotify:track:7ks6AZmFcm3Y6PGGxGSmlB,12,Where Them Girls At (feat. Nicki Minaj & Flo Rida),2012-12-07,71,True,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,audio_features,7ks6AZmFcm3Y6PGGxGSmlB,https://api.spotify.com/v1/tracks/7ks6AZmFcm3Y6PGGxGSmlB,https://api.spotify.com/v1/audio-analysis/7ks6AZmFcm3Y6PGGxGSmlB,194840,4
18380,spotify:track:3VzJE6yGuj8fDExUh6TLnc,5,Candy Shop,2005-03-03,7,True,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,audio_features,3VzJE6yGuj8fDExUh6TLnc,https://api.spotify.com/v1/tracks/3VzJE6yGuj8fDExUh6TLnc,https://api.spotify.com/v1/audio-analysis/3VzJE6yGuj8fDExUh6TLnc,209107,5
18385,spotify:track:0ByMNEPAPpOR5H69DVrTNy,19,Don't Stop The Music,2008-06-02,77,False,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,audio_features,0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/audio-analysis/0ByMNEPAPpOR5H69DVrTNy,267080,4
18386,spotify:track:5l3CML2OnzfNs5RfVgbcLt,13,Talk Dirty (feat. 2 Chainz),2013-09-10,69,True,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,audio_features,5l3CML2OnzfNs5RfVgbcLt,https://api.spotify.com/v1/tracks/5l3CML2OnzfNs5RfVgbcLt,https://api.spotify.com/v1/audio-analysis/5l3CML2OnzfNs5RfVgbcLt,177685,4
18392,spotify:track:2ahnofp2LbBWDXcJbMaSTu,10,"What Is Love - 7"" Mix",1993-03-22,72,False,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,audio_features,2ahnofp2LbBWDXcJbMaSTu,https://api.spotify.com/v1/tracks/2ahnofp2LbBWDXcJbMaSTu,https://api.spotify.com/v1/audio-analysis/2ahnofp2LbBWDXcJbMaSTu,270373,4
18395,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,17,Like A G6,2010-01-01,69,False,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,audio_features,4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/tracks/4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/audio-analysis/4DvhkX2ic4zWkQeWMwQ2qf,216893,4
18400,spotify:track:3n3Ppam7vgaVa1iaRUc9Lp,9,Mr. Brightside,2004-06-15,71,False,0.355,0.918,1,-4.36,1,0.0746,0.00119,0.0,0.0971,0.24,148.114,audio_features,3n3Ppam7vgaVa1iaRUc9Lp,https://api.spotify.com/v1/tracks/3n3Ppam7vgaVa1iaRUc9Lp,https://api.spotify.com/v1/audio-analysis/3n3Ppam7vgaVa1iaRUc9Lp,222200,4
18402,spotify:track:6YwLgicpvVuMt1eE2OldwQ,10,Five More Hours - Deorro x Chris Brown,2015-03-03,69,False,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,6YwLgicpvVuMt1eE2OldwQ,https://api.spotify.com/v1/tracks/6YwLgicpvVuMt1eE2OldwQ,https://api.spotify.com/v1/audio-analysis/6YwLgicpvVuMt1eE2OldwQ,211975,4
18407,spotify:track:7pYfyrMNPn3wtoCyqcTVoI,9,Moves Like Jagger - Studio Recording From The Voice Performance,2010,76,False,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,audio_features,7pYfyrMNPn3wtoCyqcTVoI,https://api.spotify.com/v1/tracks/7pYfyrMNPn3wtoCyqcTVoI,https://api.spotify.com/v1/audio-analysis/7pYfyrMNPn3wtoCyqcTVoI,201493,4
18413,spotify:track:5nIrdpo8eXQU3YgZelEXkd,7,Shots & Squats,2015-06-05,68,True,0.807,0.812,5,-5.009,0,0.106,0.00773,0.000501,0.236,0.242,128.012,audio_features,5nIrdpo8eXQU3YgZelEXkd,https://api.spotify.com/v1/tracks/5nIrdpo8eXQU3YgZelEXkd,https://api.spotify.com/v1/audio-analysis/5nIrdpo8eXQU3YgZelEXkd,171799,4
18414,spotify:track:0A5gdlrpAuQqZ2iFgnqBFW,7,Moonlight,2018-09-07,76,True,0.813,0.761,10,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,124.957,audio_features,0A5gdlrpAuQqZ2iFgnqBFW,https://api.spotify.com/v1/tracks/0A5gdlrpAuQqZ2iFgnqBFW,https://api.spotify.com/v1/audio-analysis/0A5gdlrpAuQqZ2iFgnqBFW,173067,4
18418,spotify:track:5iEDwEp82uLN3X6llJdqen,5,"Rhythm Is A Dancer - 7"" Edit",2009-10-19,16,False,0.794,0.756,9,-11.331,0,0.0343,0.251,0.000611,0.122,0.759,124.25,audio_features,5iEDwEp82uLN3X6llJdqen,https://api.spotify.com/v1/tracks/5iEDwEp82uLN3X6llJdqen,https://api.spotify.com/v1/audio-analysis/5iEDwEp82uLN3X6llJdqen,225867,4
18421,spotify:track:2u8MGAiS2hBVE7GZzTZLQI,9,I'm So Excited,1989-10-21,70,False,0.688,0.858,5,-6.496,0,0.0348,0.103,0.000118,0.147,0.697,92.253,audio_features,2u8MGAiS2hBVE7GZzTZLQI,https://api.spotify.com/v1/tracks/2u8MGAiS2hBVE7GZzTZLQI,https://api.spotify.com/v1/audio-analysis/2u8MGAiS2hBVE7GZzTZLQI,229467,4
18425,spotify:track:5PX4uS1LqlWEPL69phPVQQ,15,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),2012-01-01,75,True,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,audio_features,5PX4uS1LqlWEPL69phPVQQ,https://api.spotify.com/v1/tracks/5PX4uS1LqlWEPL69phPVQQ,https://api.spotify.com/v1/audio-analysis/5PX4uS1LqlWEPL69phPVQQ,373627,4
18427,spotify:track:0YU17F0BlVXvmx5ytsR43w,6,Monster,2019-04-19,76,False,0.83,0.794,8,-6.279,0,0.432,0.0253,0.0248,0.106,0.607,128.16,audio_features,0YU17F0BlVXvmx5ytsR43w,https://api.spotify.com/v1/tracks/0YU17F0BlVXvmx5ytsR43w,https://api.spotify.com/v1/audio-analysis/0YU17F0BlVXvmx5ytsR43w,154226,4
18429,spotify:track:4356Typ82hUiFAynbLYbPn,21,DJ Got Us Fallin' In Love (feat. Pitbull),2010-03-30,78,False,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800,4
18441,spotify:track:5ZrDlcxIDZyjOzHdYW1ydr,8,Barbie Girl,1997-01-01,71,False,0.812,0.879,1,-10.998,0,0.0397,0.0167,0.224,0.366,0.962,129.991,audio_features,5ZrDlcxIDZyjOzHdYW1ydr,https://api.spotify.com/v1/tracks/5ZrDlcxIDZyjOzHdYW1ydr,https://api.spotify.com/v1/audio-analysis/5ZrDlcxIDZyjOzHdYW1ydr,197960,4
18442,spotify:track:1XyL3J7eTTKnxRZAM3LqIT,7,Beggin (original version),2007-12-03,72,False,0.715,0.8,4,-5.144,0,0.057,0.0271,0.0,0.0648,0.445,129.023,audio_features,1XyL3J7eTTKnxRZAM3LqIT,https://api.spotify.com/v1/tracks/1XyL3J7eTTKnxRZAM3LqIT,https://api.spotify.com/v1/audio-analysis/1XyL3J7eTTKnxRZAM3LqIT,216147,4
18445,spotify:track:6dHTkQYY3zdR9i9Nj0IGVW,6,"I Like To Move It (feat. The Mad Stuntman) - Erick ""More"" Album Mix",1994-10-10,61,False,0.863,0.781,5,-8.546,0,0.0785,0.0394,0.000292,0.125,0.764,122.938,audio_features,6dHTkQYY3zdR9i9Nj0IGVW,https://api.spotify.com/v1/tracks/6dHTkQYY3zdR9i9Nj0IGVW,https://api.spotify.com/v1/audio-analysis/6dHTkQYY3zdR9i9Nj0IGVW,230760,4
18446,spotify:track:12eMQUn2GzfsfsQLH53M19,8,Scream,2012-06-12,66,False,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,audio_features,12eMQUn2GzfsfsQLH53M19,https://api.spotify.com/v1/tracks/12eMQUn2GzfsfsQLH53M19,https://api.spotify.com/v1/audio-analysis/12eMQUn2GzfsfsQLH53M19,234693,4
18447,spotify:track:14iN3o8ptQ8cFVZTEmyQRV,11,I Kissed A Girl,2008-06-17,71,False,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,audio_features,14iN3o8ptQ8cFVZTEmyQRV,https://api.spotify.com/v1/tracks/14iN3o8ptQ8cFVZTEmyQRV,https://api.spotify.com/v1/audio-analysis/14iN3o8ptQ8cFVZTEmyQRV,179640,4
18451,spotify:track:16Cs9KsHzgunxaEfGrXysG,11,Play Hard (feat. Ne-Yo & Akon) - New Edit,2013-03-15,67,False,0.723,0.87,8,-3.013,0,0.0435,0.035,0.0,0.656,0.678,129.952,audio_features,16Cs9KsHzgunxaEfGrXysG,https://api.spotify.com/v1/tracks/16Cs9KsHzgunxaEfGrXysG,https://api.spotify.com/v1/audio-analysis/16Cs9KsHzgunxaEfGrXysG,208845,4
18456,spotify:track:6Rb0ptOEjBjPPQUlQtQGbL,18,Hotel Room Service,2009-08-31,70,False,0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,audio_features,6Rb0ptOEjBjPPQUlQtQGbL,https://api.spotify.com/v1/tracks/6Rb0ptOEjBjPPQUlQtQGbL,https://api.spotify.com/v1/audio-analysis/6Rb0ptOEjBjPPQUlQtQGbL,237640,4
18529,spotify:track:02gj0J38nzyO9lNi9mzi3A,5,Power (feat. Stormzy),2017-11-24,71,False,0.586,0.865,7,-4.092,1,0.319,0.0345,5.55e-06,0.165,0.468,172.917,audio_features,02gj0J38nzyO9lNi9mzi3A,https://api.spotify.com/v1/tracks/02gj0J38nzyO9lNi9mzi3A,https://api.spotify.com/v1/audio-analysis/02gj0J38nzyO9lNi9mzi3A,242293,4
