,acousticness,analysis_url,count,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,time_signature,track_href,type,uri,valence
3391,0.115,https://api.spotify.com/v1/audio-analysis/29dRTbLTxRaSl63DIzbjvl,16,0.815,147990,0.723,False,29dRTbLTxRaSl63DIzbjvl,0.0,6,0.184,-3.611,0,Quem Me Dera,60,2018-10-16,0.0574,149.918,4,https://api.spotify.com/v1/tracks/29dRTbLTxRaSl63DIzbjvl,audio_features,spotify:track:29dRTbLTxRaSl63DIzbjvl,0.896
3392,0.0203,https://api.spotify.com/v1/audio-analysis/5zhnwbZWsbfJFNcrdO3LYB,5,0.867,176187,0.638,False,5zhnwbZWsbfJFNcrdO3LYB,1.88e-06,8,0.0695,-5.448,0,Não perco meu tempo,56,2018-11-09,0.068,104.947,4,https://api.spotify.com/v1/tracks/5zhnwbZWsbfJFNcrdO3LYB,audio_features,spotify:track:5zhnwbZWsbfJFNcrdO3LYB,0.7
3393,0.711,https://api.spotify.com/v1/audio-analysis/7rLegaz7zKB6EtDNzcslKE,26,0.896,240000,0.756,False,7rLegaz7zKB6EtDNzcslKE,0.0,4,0.0778,-5.56,0,Medley da Gaiola - Dennis DJ Remix,62,2018-08-27,0.229,140.076,4,https://api.spotify.com/v1/tracks/7rLegaz7zKB6EtDNzcslKE,audio_features,spotify:track:7rLegaz7zKB6EtDNzcslKE,0.686
3394,0.22,https://api.spotify.com/v1/audio-analysis/5ixqGGFu0hdHfErdp32QwT,17,0.768,160640,0.934,False,5ixqGGFu0hdHfErdp32QwT,1.73e-06,8,0.0854,-2.533,1,Jenifer,57,2018-09-21,0.0453,160.108,4,https://api.spotify.com/v1/tracks/5ixqGGFu0hdHfErdp32QwT,audio_features,spotify:track:5ixqGGFu0hdHfErdp32QwT,0.916
3395,0.689,https://api.spotify.com/v1/audio-analysis/78RKj8Df8tRGFukJglsvCR,5,0.731,153757,0.598,False,78RKj8Df8tRGFukJglsvCR,6.65e-06,6,0.266,-12.218,0,Abaixa Que É Tiro - Ao Vivo,53,2019-01-18,0.0585,123.153,4,https://api.spotify.com/v1/tracks/78RKj8Df8tRGFukJglsvCR,audio_features,spotify:track:78RKj8Df8tRGFukJglsvCR,0.863
3396,0.52,https://api.spotify.com/v1/audio-analysis/1ohvjIqc9xURoXnbAgL6zW,6,0.829,166737,0.759,True,1ohvjIqc9xURoXnbAgL6zW,0.00447,1,0.0872,-3.191,0,Raspadinha,49,2018-11-15,0.105,95.039,4,https://api.spotify.com/v1/tracks/1ohvjIqc9xURoXnbAgL6zW,audio_features,spotify:track:1ohvjIqc9xURoXnbAgL6zW,0.218
3397,0.233,https://api.spotify.com/v1/audio-analysis/69KvEkL28yjwoOtApmB6CL,8,0.655,169770,0.726,False,69KvEkL28yjwoOtApmB6CL,8.49e-06,1,0.0846,-6.687,1,É rave que fala né,50,2019-02-22,0.313,149.919,4,https://api.spotify.com/v1/tracks/69KvEkL28yjwoOtApmB6CL,audio_features,spotify:track:69KvEkL28yjwoOtApmB6CL,0.381
3399,0.333,https://api.spotify.com/v1/audio-analysis/2H8ETIUEoN9YMf56X66bxd,20,0.705,160900,0.721,False,2H8ETIUEoN9YMf56X66bxd,0.0,1,0.101,-5.545,0,Onda diferente (feat. Papatinho),66,2019-04-05,0.514,75.132,4,https://api.spotify.com/v1/tracks/2H8ETIUEoN9YMf56X66bxd,audio_features,spotify:track:2H8ETIUEoN9YMf56X66bxd,0.574
3401,0.204,https://api.spotify.com/v1/audio-analysis/7IruVxSLrjspZb6BtJDdSx,5,0.952,159657,0.701,False,7IruVxSLrjspZb6BtJDdSx,3.17e-06,11,0.0706,-2.358,0,Combate,65,2019-04-25,0.0491,129.984,4,https://api.spotify.com/v1/tracks/7IruVxSLrjspZb6BtJDdSx,audio_features,spotify:track:7IruVxSLrjspZb6BtJDdSx,0.9
3404,0.413,https://api.spotify.com/v1/audio-analysis/1oQppEGTHYN53xfEaTz4ua,20,0.795,122435,0.878,False,1oQppEGTHYN53xfEaTz4ua,0.0,1,0.0968,-3.261,0,Vai menina,68,2019-01-25,0.278,149.971,4,https://api.spotify.com/v1/tracks/1oQppEGTHYN53xfEaTz4ua,audio_features,spotify:track:1oQppEGTHYN53xfEaTz4ua,0.963
3407,0.419,https://api.spotify.com/v1/audio-analysis/2qiqXQ2Suc253bR7k9AKVD,5,0.838,124000,0.568,True,2qiqXQ2Suc253bR7k9AKVD,0.0,5,0.0617,-5.555,0,Baile da Colômbia (Brega Funk) - Remix,63,2019-05-08,0.111,170.015,4,https://api.spotify.com/v1/tracks/2qiqXQ2Suc253bR7k9AKVD,audio_features,spotify:track:2qiqXQ2Suc253bR7k9AKVD,0.939
3408,0.553,https://api.spotify.com/v1/audio-analysis/5rwdmpN5eMWIIwK4R96vv1,12,0.829,135053,0.64,False,5rwdmpN5eMWIIwK4R96vv1,0.000214,6,0.131,-5.537,0,Malemolência,66,2018-10-31,0.231,160.025,4,https://api.spotify.com/v1/tracks/5rwdmpN5eMWIIwK4R96vv1,audio_features,spotify:track:5rwdmpN5eMWIIwK4R96vv1,0.848
3410,0.393,https://api.spotify.com/v1/audio-analysis/0h1mVA8gOPR71lxSeY67uT,11,0.724,140000,0.911,False,0h1mVA8gOPR71lxSeY67uT,1.27e-05,11,0.296,-2.01,0,Fica à vontade,69,2019-05-10,0.245,150.132,4,https://api.spotify.com/v1/tracks/0h1mVA8gOPR71lxSeY67uT,audio_features,spotify:track:0h1mVA8gOPR71lxSeY67uT,0.947
3411,0.132,https://api.spotify.com/v1/audio-analysis/5dKesZwp6deuhEeW8F1UEi,20,0.819,137125,0.684,False,5dKesZwp6deuhEeW8F1UEi,0.0,6,0.0942,-7.169,0,Hit Contagiante,73,2019-07-26,0.119,170.187,4,https://api.spotify.com/v1/tracks/5dKesZwp6deuhEeW8F1UEi,audio_features,spotify:track:5dKesZwp6deuhEeW8F1UEi,0.959
3412,0.388,https://api.spotify.com/v1/audio-analysis/6HtVFR6WAeJRgYtleNcEE8,11,0.833,166667,0.917,False,6HtVFR6WAeJRgYtleNcEE8,2.39e-05,8,0.293,-3.189,0,Só Depois do Carnaval,61,2019-01-31,0.0752,143.986,4,https://api.spotify.com/v1/tracks/6HtVFR6WAeJRgYtleNcEE8,audio_features,spotify:track:6HtVFR6WAeJRgYtleNcEE8,0.882
3413,0.46,https://api.spotify.com/v1/audio-analysis/14kRWkCWBYfQqILflEcpSJ,18,0.888,120200,0.841,False,14kRWkCWBYfQqILflEcpSJ,9.12e-05,6,0.0568,-1.933,1,Chama Ela (feat. Pedro Sampaio),74,2019-09-20,0.147,149.994,4,https://api.spotify.com/v1/tracks/14kRWkCWBYfQqILflEcpSJ,audio_features,spotify:track:14kRWkCWBYfQqILflEcpSJ,0.964
3415,0.249,https://api.spotify.com/v1/audio-analysis/5F8ffc8KWKNawllr5WsW0r,16,0.832,152784,0.55,False,5F8ffc8KWKNawllr5WsW0r,8.17e-06,5,0.182,-7.026,0,Surtada - Remix Brega Funk,75,2019-09-25,0.0587,154.064,4,https://api.spotify.com/v1/tracks/5F8ffc8KWKNawllr5WsW0r,audio_features,spotify:track:5F8ffc8KWKNawllr5WsW0r,0.881
3416,0.383,https://api.spotify.com/v1/audio-analysis/2bPtwnrpFNEe8N7Q85kLHw,16,0.826,157600,0.73,False,2bPtwnrpFNEe8N7Q85kLHw,0.000374,1,0.0197,-3.032,1,Combatchy (feat. MC Rebecca),77,2019-11-20,0.0809,150.134,4,https://api.spotify.com/v1/tracks/2bPtwnrpFNEe8N7Q85kLHw,audio_features,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,0.605
3417,0.00687,https://api.spotify.com/v1/audio-analysis/6X0XdIcgwfVa9orJnDMQB0,16,0.723,136844,0.856,False,6X0XdIcgwfVa9orJnDMQB0,2.48e-06,1,0.397,-5.596,1,Parabéns,67,2019-10-17,0.0562,170.106,4,https://api.spotify.com/v1/tracks/6X0XdIcgwfVa9orJnDMQB0,audio_features,spotify:track:6X0XdIcgwfVa9orJnDMQB0,0.688
3418,0.223,https://api.spotify.com/v1/audio-analysis/4RC2nzqaQygxoVQOVv3XlT,17,0.787,173230,0.934,False,4RC2nzqaQygxoVQOVv3XlT,1.87e-05,10,0.951,-5.136,0,Contatinho - Ao Vivo,73,2019-09-06,0.0773,152.018,4,https://api.spotify.com/v1/tracks/4RC2nzqaQygxoVQOVv3XlT,audio_features,spotify:track:4RC2nzqaQygxoVQOVv3XlT,0.813
3430,0.0141,https://api.spotify.com/v1/audio-analysis/3HNA3SGtpAyHUkkv3sPi98,5,0.515,284626,0.961,False,3HNA3SGtpAyHUkkv3sPi98,0.000308,11,0.11,-3.217,0,Circus Of Insanity - Official Intents Festival Anthem 2017,36,2017-04-24,0.0619,153.079,4,https://api.spotify.com/v1/tracks/3HNA3SGtpAyHUkkv3sPi98,audio_features,spotify:track:3HNA3SGtpAyHUkkv3sPi98,0.396
3432,0.0934,https://api.spotify.com/v1/audio-analysis/4Sp0jLZN8MgPnoGDufJS7N,5,0.478,204199,0.848,False,4Sp0jLZN8MgPnoGDufJS7N,0.0,1,0.0925,-3.85,0,On My Way - Da Tweekaz Remix,61,2019-06-25,0.0431,149.936,4,https://api.spotify.com/v1/tracks/4Sp0jLZN8MgPnoGDufJS7N,audio_features,spotify:track:4Sp0jLZN8MgPnoGDufJS7N,0.48
3435,0.0119,https://api.spotify.com/v1/audio-analysis/7w9PqqFdP3ornAItDwhppj,8,0.529,190800,0.891,False,7w9PqqFdP3ornAItDwhppj,5.56e-05,7,0.197,-3.926,1,Unbreakable,50,2018-04-20,0.086,149.975,4,https://api.spotify.com/v1/tracks/7w9PqqFdP3ornAItDwhppj,audio_features,spotify:track:7w9PqqFdP3ornAItDwhppj,0.384
3444,0.219,https://api.spotify.com/v1/audio-analysis/45sVRPegWSGpIcsrDoaaCY,6,0.709,234198,0.483,False,45sVRPegWSGpIcsrDoaaCY,2.33e-06,0,0.241,-3.734,1,En Peligro de Extinción,74,2018-06-18,0.0281,123.566,4,https://api.spotify.com/v1/tracks/45sVRPegWSGpIcsrDoaaCY,audio_features,spotify:track:45sVRPegWSGpIcsrDoaaCY,0.834
3498,0.0367,https://api.spotify.com/v1/audio-analysis/7BwxbmYFy0l3ROHDjV2c14,7,0.54,237240,0.367,False,7BwxbmYFy0l3ROHDjV2c14,0.0,0,0.0433,-14.238,1,Culpable O No - Miénteme Como Siempre,73,1988-11-25,0.0277,70.276,4,https://api.spotify.com/v1/tracks/7BwxbmYFy0l3ROHDjV2c14,audio_features,spotify:track:7BwxbmYFy0l3ROHDjV2c14,0.252
3499,0.137,https://api.spotify.com/v1/audio-analysis/3mQ6SLdxxaL52Yte7KF2Ks,36,0.881,200667,0.696,False,3mQ6SLdxxaL52Yte7KF2Ks,4.13e-05,11,0.0927,-3.838,0,Morado,85,2020-01-09,0.0797,97.002,4,https://api.spotify.com/v1/tracks/3mQ6SLdxxaL52Yte7KF2Ks,audio_features,spotify:track:3mQ6SLdxxaL52Yte7KF2Ks,0.781
3500,0.0031,https://api.spotify.com/v1/audio-analysis/1Wrzhfa5bNlqvsnCztz190,5,0.603,194867,0.843,False,1Wrzhfa5bNlqvsnCztz190,0.0337,9,0.445,-7.597,0,Devuélveme a mi chica,71,1985,0.0557,172.676,4,https://api.spotify.com/v1/tracks/1Wrzhfa5bNlqvsnCztz190,audio_features,spotify:track:1Wrzhfa5bNlqvsnCztz190,0.503
3502,0.252,https://api.spotify.com/v1/audio-analysis/31UjYv5vLsDkzchJOtUMtW,53,0.837,184436,0.791,True,31UjYv5vLsDkzchJOtUMtW,1.14e-06,4,0.188,-3.157,0,HP,12,2019-03-01,0.0773,91.98,4,https://api.spotify.com/v1/tracks/31UjYv5vLsDkzchJOtUMtW,audio_features,spotify:track:31UjYv5vLsDkzchJOtUMtW,0.618
3503,0.0389,https://api.spotify.com/v1/audio-analysis/22mek4IiqubGD9ctzxc69s,21,0.738,212640,0.868,False,22mek4IiqubGD9ctzxc69s,0.00171,11,0.388,-4.373,0,How Deep Is Your Love,76,2015-07-17,0.0731,122.003,4,https://api.spotify.com/v1/tracks/22mek4IiqubGD9ctzxc69s,audio_features,spotify:track:22mek4IiqubGD9ctzxc69s,0.336
3504,0.27,https://api.spotify.com/v1/audio-analysis/1KRpJeeB2JEG6AW6Uri3QX,6,0.456,354347,0.385,False,1KRpJeeB2JEG6AW6Uri3QX,0.0,0,0.277,-10.451,0,Bohemian Rhapsody,59,1975-11-21,0.0462,70.843,4,https://api.spotify.com/v1/tracks/1KRpJeeB2JEG6AW6Uri3QX,audio_features,spotify:track:1KRpJeeB2JEG6AW6Uri3QX,0.206
3506,0.237,https://api.spotify.com/v1/audio-analysis/6F9yAYUaNbUhdlQyt5uZ3b,7,0.374,257027,0.727,False,6F9yAYUaNbUhdlQyt5uZ3b,0.0,10,0.134,-4.352,1,La Incondicional,75,1988-11-25,0.0309,155.127,4,https://api.spotify.com/v1/tracks/6F9yAYUaNbUhdlQyt5uZ3b,audio_features,spotify:track:6F9yAYUaNbUhdlQyt5uZ3b,0.283
3513,0.369,https://api.spotify.com/v1/audio-analysis/7wqSzGeodspE3V6RBD5W8L,8,0.689,229526,0.481,False,7wqSzGeodspE3V6RBD5W8L,1.03e-06,10,0.0649,-7.503,1,See You Again (feat. Charlie Puth),10,2015-03-10,0.0815,80.025,4,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,audio_features,spotify:track:7wqSzGeodspE3V6RBD5W8L,0.283
3517,0.0156,https://api.spotify.com/v1/audio-analysis/7EVk9tRb6beJLTHrg6AkY9,16,0.841,241875,0.639,False,7EVk9tRb6beJLTHrg6AkY9,0.0654,9,0.0545,-6.052,0,Tuesday (feat. Danelle Sandoval),73,2016-09-02,0.0688,99.002,4,https://api.spotify.com/v1/tracks/7EVk9tRb6beJLTHrg6AkY9,audio_features,spotify:track:7EVk9tRb6beJLTHrg6AkY9,0.675
3519,0.0158,https://api.spotify.com/v1/audio-analysis/6xy6jNeNTYwjnKTDzMyHw2,6,0.309,306440,0.649,False,6xy6jNeNTYwjnKTDzMyHw2,0.00595,7,0.367,-8.994,1,Zombie,13,1994-10-03,0.035,166.915,4,https://api.spotify.com/v1/tracks/6xy6jNeNTYwjnKTDzMyHw2,audio_features,spotify:track:6xy6jNeNTYwjnKTDzMyHw2,0.313
3521,0.0169,https://api.spotify.com/v1/audio-analysis/55TzaicixkSM6XT23JvIZA,8,0.492,224225,0.76,False,55TzaicixkSM6XT23JvIZA,0.00087,2,0.201,-6.388,1,Ya Lo Veía Venir,67,2008-01-01,0.0312,166.018,4,https://api.spotify.com/v1/tracks/55TzaicixkSM6XT23JvIZA,audio_features,spotify:track:55TzaicixkSM6XT23JvIZA,0.642
3522,0.0664,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,20,0.741,160133,0.697,False,2LawezPeJhN4AWuSB0GtAU,2.28e-05,0,0.133,-7.028,1,Have You Ever Seen The Rain,78,1970-12-07,0.0277,116.109,4,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,audio_features,spotify:track:2LawezPeJhN4AWuSB0GtAU,0.774
3523,0.0867,https://api.spotify.com/v1/audio-analysis/5wPhERt9izm1T45aFXDWPe,5,0.785,203333,0.901,False,5wPhERt9izm1T45aFXDWPe,0.000271,7,0.0903,-3.205,0,Todavia,70,2009-01-01,0.0553,113.289,4,https://api.spotify.com/v1/tracks/5wPhERt9izm1T45aFXDWPe,audio_features,spotify:track:5wPhERt9izm1T45aFXDWPe,0.6
3524,0.0159,https://api.spotify.com/v1/audio-analysis/4d2hD63oUGU3s7L66JD0BE,8,0.792,237267,0.856,False,4d2hD63oUGU3s7L66JD0BE,2.88e-06,11,0.0981,-5.236,0,Dance Again,66,2012-07-20,0.067,127.988,4,https://api.spotify.com/v1/tracks/4d2hD63oUGU3s7L66JD0BE,audio_features,spotify:track:4d2hD63oUGU3s7L66JD0BE,0.714
3528,0.231,https://api.spotify.com/v1/audio-analysis/0qYTZCo5Bwh1nsUFGZP3zn,21,0.755,229849,0.789,False,0qYTZCo5Bwh1nsUFGZP3zn,0.0,5,0.351,-4.502,1,Felices los 4,11,2017-04-21,0.146,93.973,4,https://api.spotify.com/v1/tracks/0qYTZCo5Bwh1nsUFGZP3zn,audio_features,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,0.737
3530,0.583,https://api.spotify.com/v1/audio-analysis/2gE95JskwQ1pCACTpGe1Db,8,0.858,166280,0.544,False,2gE95JskwQ1pCACTpGe1Db,0.00109,0,0.0707,-9.289,1,Down On The Corner,74,1969-11-02,0.0751,108.217,4,https://api.spotify.com/v1/tracks/2gE95JskwQ1pCACTpGe1Db,audio_features,spotify:track:2gE95JskwQ1pCACTpGe1Db,0.874
3534,0.145,https://api.spotify.com/v1/audio-analysis/4R8BJggjosTswLxtkw8V7P,61,0.806,309120,0.786,False,4R8BJggjosTswLxtkw8V7P,0.0,10,0.0935,-3.831,0,No Me Conoce - Remix,83,2019-05-24,0.0741,91.973,4,https://api.spotify.com/v1/tracks/4R8BJggjosTswLxtkw8V7P,audio_features,spotify:track:4R8BJggjosTswLxtkw8V7P,0.58
3535,0.0392,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,47,0.759,190800,0.548,False,6v3KW9xbzN5yKLt9YKDYA2,0.0,9,0.0828,-6.049,0,Señorita,83,2019-06-19,0.029,116.967,4,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,audio_features,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,0.749
3536,0.243,https://api.spotify.com/v1/audio-analysis/35J2nr0F47saNaZfx2cwxd,5,0.674,242467,0.816,False,35J2nr0F47saNaZfx2cwxd,0.0,9,0.229,-5.728,0,Perdóname,66,2007-01-01,0.0316,94.997,4,https://api.spotify.com/v1/tracks/35J2nr0F47saNaZfx2cwxd,audio_features,spotify:track:35J2nr0F47saNaZfx2cwxd,0.407
3538,0.00797,https://api.spotify.com/v1/audio-analysis/3YuaBvuZqcwN3CEAyyoaei,18,0.614,293960,0.568,False,3YuaBvuZqcwN3CEAyyoaei,0.0,7,0.0997,-5.477,0,Like a Stone,75,2002-11-17,0.0276,107.849,4,https://api.spotify.com/v1/tracks/3YuaBvuZqcwN3CEAyyoaei,audio_features,spotify:track:3YuaBvuZqcwN3CEAyyoaei,0.516
3539,0.0322,https://api.spotify.com/v1/audio-analysis/3mRM4NM8iO7UBqrSigCQFH,14,0.703,285373,0.826,False,3mRM4NM8iO7UBqrSigCQFH,0.00629,10,0.179,-7.179,0,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",77,1979-01-01,0.0341,103.564,4,https://api.spotify.com/v1/tracks/3mRM4NM8iO7UBqrSigCQFH,audio_features,spotify:track:3mRM4NM8iO7UBqrSigCQFH,0.945
3540,0.073,https://api.spotify.com/v1/audio-analysis/709CndJJB3GTUhQD0LLFse,7,0.7,217427,0.967,False,709CndJJB3GTUhQD0LLFse,0.0,8,0.333,-3.462,0,Torero,60,2002,0.0463,136.045,4,https://api.spotify.com/v1/tracks/709CndJJB3GTUhQD0LLFse,audio_features,spotify:track:709CndJJB3GTUhQD0LLFse,0.962
3549,0.382,https://api.spotify.com/v1/audio-analysis/0aAR5HogGoT68EWFbyRFqx,8,0.532,244533,0.729,False,0aAR5HogGoT68EWFbyRFqx,0.0,10,0.366,-6.84,1,What A Feeling,70,2007-01-01,0.0474,121.97,4,https://api.spotify.com/v1/tracks/0aAR5HogGoT68EWFbyRFqx,audio_features,spotify:track:0aAR5HogGoT68EWFbyRFqx,0.595
3563,0.177,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,72,0.88,157606,0.751,False,2tnVG71enUj33Ic2nFN6kZ,6.43e-05,7,0.106,-4.258,0,Ride It,90,2019-07-26,0.0874,117.948,4,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,audio_features,spotify:track:2tnVG71enUj33Ic2nFN6kZ,0.884
3571,0.0125,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,111,0.794,183290,0.793,False,6WrI0LAC5M1Rw2MnX2ZvEg,0.0,11,0.0952,-4.521,0,Don't Start Now,94,2019-10-31,0.0842,123.941,4,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,audio_features,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,0.677
3572,0.00147,https://api.spotify.com/v1/audio-analysis/0sf12qNH5qcw8qpgymFOqD,98,0.513,201573,0.796,False,0sf12qNH5qcw8qpgymFOqD,0.000209,1,0.0938,-4.075,1,Blinding Lights,86,2019-11-29,0.0629,171.017,4,https://api.spotify.com/v1/tracks/0sf12qNH5qcw8qpgymFOqD,audio_features,spotify:track:0sf12qNH5qcw8qpgymFOqD,0.345
3578,0.402,https://api.spotify.com/v1/audio-analysis/41wtwzCZkXwpnakmwJ239F,29,0.9,170972,0.603,False,41wtwzCZkXwpnakmwJ239F,4.81e-06,2,0.134,-5.313,1,Si Veo a Tu Mamá,90,2020-02-28,0.0646,129.928,4,https://api.spotify.com/v1/tracks/41wtwzCZkXwpnakmwJ239F,audio_features,spotify:track:41wtwzCZkXwpnakmwJ239F,0.824
3579,0.0816,https://api.spotify.com/v1/audio-analysis/2lCkncy6bIB0LTMT7kvrD1,26,0.843,205933,0.836,False,2lCkncy6bIB0LTMT7kvrD1,0.00138,11,0.0532,-2.474,0,Azul,85,2020-03-19,0.0695,94.018,4,https://api.spotify.com/v1/tracks/2lCkncy6bIB0LTMT7kvrD1,audio_features,spotify:track:2lCkncy6bIB0LTMT7kvrD1,0.65
4033,0.306,https://api.spotify.com/v1/audio-analysis/0XMrAjaPokXUnVNXjp7Ola,6,0.511,200400,0.929,False,0XMrAjaPokXUnVNXjp7Ola,5.49e-06,11,0.0963,-1.999,0,Het Land Van,47,2016-01-29,0.116,150.124,4,https://api.spotify.com/v1/tracks/0XMrAjaPokXUnVNXjp7Ola,audio_features,spotify:track:0XMrAjaPokXUnVNXjp7Ola,0.374
4037,0.0783,https://api.spotify.com/v1/audio-analysis/65brUIGxFtu9paddy5JDKA,5,0.748,153948,0.876,False,65brUIGxFtu9paddy5JDKA,0.16,9,0.045,-3.982,0,Banaan - Ruthless Remix,46,2016-02-05,0.246,154.94,4,https://api.spotify.com/v1/tracks/65brUIGxFtu9paddy5JDKA,audio_features,spotify:track:65brUIGxFtu9paddy5JDKA,0.155
4115,0.0828,https://api.spotify.com/v1/audio-analysis/32lnsCHxZZJJ87rvDviEiy,7,0.478,237257,0.945,False,32lnsCHxZZJJ87rvDviEiy,0.0396,1,0.698,-2.369,0,Bogotá - Radio Edit,44,2016-04-18,0.108,174.955,4,https://api.spotify.com/v1/tracks/32lnsCHxZZJJ87rvDviEiy,audio_features,spotify:track:32lnsCHxZZJJ87rvDviEiy,0.127
4544,0.0286,https://api.spotify.com/v1/audio-analysis/5ZgA4F6aJ3nxKKYZq6KWco,5,0.667,181360,0.879,False,5ZgA4F6aJ3nxKKYZq6KWco,0.000538,5,0.0882,-6.314,1,Engeltje,55,2017-06-16,0.0394,154.986,4,https://api.spotify.com/v1/tracks/5ZgA4F6aJ3nxKKYZq6KWco,audio_features,spotify:track:5ZgA4F6aJ3nxKKYZq6KWco,0.351
4550,0.0287,https://api.spotify.com/v1/audio-analysis/1JjaIdqVIk9aWTbX5IZcec,6,0.48,301941,0.964,False,1JjaIdqVIk9aWTbX5IZcec,0.0,10,0.0841,-1.911,0,Band Of Brothers,34,2017-06-19,0.137,149.956,4,https://api.spotify.com/v1/tracks/1JjaIdqVIk9aWTbX5IZcec,audio_features,spotify:track:1JjaIdqVIk9aWTbX5IZcec,0.245
4612,0.00139,https://api.spotify.com/v1/audio-analysis/3dwEwzejQANVY8VrOOv7vA,7,0.612,244804,0.966,False,3dwEwzejQANVY8VrOOv7vA,0.0097,9,0.353,-1.396,0,Burn (Sub Zero Project Remix),46,2017-08-09,0.109,149.992,4,https://api.spotify.com/v1/tracks/3dwEwzejQANVY8VrOOv7vA,audio_features,spotify:track:3dwEwzejQANVY8VrOOv7vA,0.166
4633,0.26,https://api.spotify.com/v1/audio-analysis/6Jzr5AKznlv11jSkVOW5jx,7,0.517,200404,0.977,True,6Jzr5AKznlv11jSkVOW5jx,1.66e-05,11,0.712,-2.749,0,Watch Your Back - Radio Edit,43,2017-09-20,0.338,157.894,4,https://api.spotify.com/v1/tracks/6Jzr5AKznlv11jSkVOW5jx,audio_features,spotify:track:6Jzr5AKznlv11jSkVOW5jx,0.199
4698,0.036,https://api.spotify.com/v1/audio-analysis/6gg82aO6zwHZulUbGoEUrx,11,0.522,209032,0.939,True,6gg82aO6zwHZulUbGoEUrx,0.000125,10,0.128,-3.965,0,Brutal 6.0,46,2017-11-04,0.192,154.949,4,https://api.spotify.com/v1/tracks/6gg82aO6zwHZulUbGoEUrx,audio_features,spotify:track:6gg82aO6zwHZulUbGoEUrx,0.118
4739,0.109,https://api.spotify.com/v1/audio-analysis/4BYnGtbTgImY2SbxfTKfxq,9,0.552,198459,0.837,False,4BYnGtbTgImY2SbxfTKfxq,0.0,8,0.189,-1.418,0,Suicidal Superstar,49,2017-11-15,0.0665,155.025,4,https://api.spotify.com/v1/tracks/4BYnGtbTgImY2SbxfTKfxq,audio_features,spotify:track:4BYnGtbTgImY2SbxfTKfxq,0.659
4744,0.0721,https://api.spotify.com/v1/audio-analysis/5jPWBsZXZyapWkNgymfA7n,5,0.473,230401,0.94,False,5jPWBsZXZyapWkNgymfA7n,0.0,7,0.0958,-2.439,1,Victorious,34,2017-11-17,0.091,74.922,4,https://api.spotify.com/v1/tracks/5jPWBsZXZyapWkNgymfA7n,audio_features,spotify:track:5jPWBsZXZyapWkNgymfA7n,0.067
4757,0.156,https://api.spotify.com/v1/audio-analysis/5vLwsYAL0yLUamCiwMnqDg,5,0.476,244645,0.996,False,5vLwsYAL0yLUamCiwMnqDg,0.0,2,0.333,-2.497,1,Drugs,34,2017-11-29,0.412,154.932,4,https://api.spotify.com/v1/tracks/5vLwsYAL0yLUamCiwMnqDg,audio_features,spotify:track:5vLwsYAL0yLUamCiwMnqDg,0.0398
4761,0.144,https://api.spotify.com/v1/audio-analysis/3ZMKvays96diqIsD7VSGAy,5,0.469,241972,0.99,False,3ZMKvays96diqIsD7VSGAy,0.000979,8,0.63,-1.512,1,Survive The Street,39,2017-12-04,0.426,94.014,4,https://api.spotify.com/v1/tracks/3ZMKvays96diqIsD7VSGAy,audio_features,spotify:track:3ZMKvays96diqIsD7VSGAy,0.0728
4837,0.245,https://api.spotify.com/v1/audio-analysis/2YwJuDLYiA2pi8NCAjNJTv,15,0.539,250839,0.933,True,2YwJuDLYiA2pi8NCAjNJTv,6.04e-05,6,0.158,-4.433,0,Let The Games Begin,50,2017-12-16,0.103,77.517,4,https://api.spotify.com/v1/tracks/2YwJuDLYiA2pi8NCAjNJTv,audio_features,spotify:track:2YwJuDLYiA2pi8NCAjNJTv,0.174
4908,0.0123,https://api.spotify.com/v1/audio-analysis/5cKFO1epTCHyVCIVF80I7B,7,0.509,195968,0.941,False,5cKFO1epTCHyVCIVF80I7B,1.93e-05,9,0.893,-3.487,1,Followed,40,2018-02-14,0.125,155.008,4,https://api.spotify.com/v1/tracks/5cKFO1epTCHyVCIVF80I7B,audio_features,spotify:track:5cKFO1epTCHyVCIVF80I7B,0.0796
